,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,id,Venue Latitude,Venue Longitude,Venue Category
0,North Seattle,47.6607729,-122.29149712901432,Burke-Gilman Brewing Company,5b538f7e2b9844002ca8dde6,47.661307669672915,-122.28806650288107,Brewery
1,North Seattle,47.6607729,-122.29149712901432,Center for Urban Horticulture,4aa2e52ef964a520824220e3,47.657977857264555,-122.29023737007789,College Science Building
2,North Seattle,47.6607729,-122.29149712901432,Jak's Grill,4abc357af964a520c98620e3,47.66107155849414,-122.28807290733678,Steakhouse
3,North Seattle,47.6607729,-122.29149712901432,Baskin-Robbins,4af5ed48f964a520eafe21e3,47.66133590573089,-122.29200418256491,Ice Cream Shop
4,North Seattle,47.6607729,-122.29149712901432,The Seattle Gym,4b774cc8f964a52019902ee3,47.661272629779496,-122.28664190016119,Gym
5,North Seattle,47.6607729,-122.29149712901432,Burgermaster,4a807f76f964a52079f51fe3,47.66156131593227,-122.29395243539001,Burger Joint
6,North Seattle,47.6607729,-122.29149712901432,General Porpoise Coffee & Donuts,5b5203ed838e59002c9f0ef0,47.662317,-122.29329399999999,Donut Shop
7,North Seattle,47.6607729,-122.29149712901432,El Camion,5aca858b9de23b39a4ed4b89,47.66155961919586,-122.28700758917203,Food Truck
8,North Seattle,47.6607729,-122.29149712901432,Varlamos Pizzeria,4b318417f964a5204a0825e3,47.66096159075627,-122.28844687342644,Pizza Place
9,North Seattle,47.6607729,-122.29149712901432,China Village,4b452af9f964a520d30626e3,47.661396092322974,-122.2914368924599,Chinese Restaurant
10,North Seattle,47.6607729,-122.29149712901432,Great State Burger,56b3bd2b498e33f2ef2fc8d1,47.6612186027919,-122.28848820492739,Burger Joint
11,North Seattle,47.6607729,-122.29149712901432,T-Mobile,5480aff1498e4f169e518d70,47.661474,-122.29608,Mobile Phone Shop
12,North Seattle,47.6607729,-122.29149712901432,Marlai Thai Cuisine,4c363afd18e72d7f2f7814f5,47.66120534440304,-122.28730764077184,Thai Restaurant
13,North Seattle,47.6607729,-122.29149712901432,Starbucks,4bc7ba0daf07a59375d37f2d,47.6624761096695,-122.29709379167775,Coffee Shop
14,North Seattle,47.6607729,-122.29149712901432,Golf Driving Range - University of Washington,4b5e1208f964a520f77b29e3,47.65884796107253,-122.29722557744265,Golf Driving Range
15,North Seattle,47.6607729,-122.29149712901432,The Wax Bar,50fafaa7e4b03e4ea5b8e495,47.66088503029592,-122.28727067975626,Salon / Barbershop
16,North Seattle,47.6607729,-122.29149712901432,Yesler Swamp,51574576e4b0d2c6fa000ad9,47.65811221694261,-122.28840105192494,Park
17,North Seattle,47.6607729,-122.29149712901432,Foot Massage at the Village,4baec335f964a520e2d53be3,47.661409,-122.297659,Massage Studio
18,Broadview,47.7223199,-122.3604067,Wicked Good Grinders,56f9f766498e4e8a7b51dbdd,47.7196573246086,-122.35596591468729,Food Truck
19,Broadview,47.7223199,-122.3604067,Chada Thai,4b22ae44f964a520b04b24e3,47.71966349876733,-122.35511390944248,Thai Restaurant
20,Broadview,47.7223199,-122.3604067,Broadview Tap House,5a7f5f72a0215b7aa2b79ede,47.719337,-122.35615200000001,Beer Bar
21,Broadview,47.7223199,-122.3604067,Redbox,4d23eac6cc84721e5ab064f6,47.7196,-122.355579,Video Store
22,Broadview,47.7223199,-122.3604067,Domino's Pizza,4cd763b1dfb4a1cd1559645c,47.71994161700571,-122.35508824994213,Pizza Place
23,Broadview,47.7223199,-122.3604067,7-Eleven,4b249d88f964a520036924e3,47.7199406481385,-122.355228513479,Convenience Store
24,Broadview,47.7223199,-122.3604067,Ichi Roll Teriyaki,4aa806a7f964a520d34e20e3,47.719686911675346,-122.35506623717754,Sushi Restaurant
25,Broadview,47.7223199,-122.3604067,Armadillo Consignment,4be5bb9dbcef2d7ff33a04e5,47.719263,-122.35586699999999,Furniture / Home Store
26,Broadview,47.7223199,-122.3604067,The Furniture Guy,4fd390eee4b0d45a955efd51,47.71936189686411,-122.35565561471223,Antique Shop
27,Bitter Lake,47.7262358,-122.3487639,Pop Pop Thai Street Food,5417aed9498ee66fc3510e80,47.72610050355962,-122.34449543860076,Thai Restaurant
28,Bitter Lake,47.7262358,-122.3487639,JoyFish,58f26e8135f983278e92a006,47.72472170941351,-122.34594959981227,Szechuan Restaurant
29,Bitter Lake,47.7262358,-122.3487639,Ivar's,4b44eacdf964a520b2ff25e3,47.72643841558794,-122.34433355554259,Seafood Restaurant
30,Bitter Lake,47.7262358,-122.3487639,Rain Cafe,55f61ec1498e9142700cbd20,47.724807658004586,-122.34385361648171,Café
31,Bitter Lake,47.7262358,-122.3487639,Planet Fitness - Temporarily Closed,59851f573af98813d405dc50,47.725856898674834,-122.3462223072659,Gym / Fitness Center
32,Bitter Lake,47.7262358,-122.3487639,Asian Food Center,550794d8498ead04355c60a7,47.724759945691204,-122.34369556245315,Grocery Store
33,Bitter Lake,47.7262358,-122.3487639,Jimmy John's,4b450313f964a520440126e3,47.72604975923937,-122.34446134639256,Sandwich Place
34,Bitter Lake,47.7262358,-122.3487639,St. Vincent De Paul,4be5d449910020a11790d314,47.72857338022771,-122.34554749452283,Thrift / Vintage Store
35,Bitter Lake,47.7262358,-122.3487639,kiki bakery,56997d6b498e336a786567c8,47.72457207668548,-122.34395597986412,Bakery
36,Bitter Lake,47.7262358,-122.3487639,Qian Noodles,587ade875a5869013de365a5,47.727029561909454,-122.34402756766045,Noodle House
37,Bitter Lake,47.7262358,-122.3487639,Chick-fil-A,5d14ff1a33b320002317e054,47.7225685,-122.3456468,Fast Food Restaurant
38,Bitter Lake,47.7262358,-122.3487639,Style Hot Pot,568706ca498e1d0103354478,47.723546106794245,-122.34702124660892,Hotpot Restaurant
39,Bitter Lake,47.7262358,-122.3487639,Baskin-Robbins,4bd8fde8e914a593dd6a55fa,47.72620729943476,-122.34543748102652,Ice Cream Shop
40,Bitter Lake,47.7262358,-122.3487639,U.S. Bank ATM,4cfefcbe66ee9eb0aa1da74e,47.7246208190918,-122.34483337402344,ATM
41,Bitter Lake,47.7262358,-122.3487639,Aurora Donuts,4ae12175f964a520658521e3,47.72617868340572,-122.34544765266709,Donut Shop
42,Bitter Lake,47.7262358,-122.3487639,Starbucks,4b397b1cf964a520165d25e3,47.724335,-122.3455,Coffee Shop
43,Bitter Lake,47.7262358,-122.3487639,T-Mobile,4bc8aa3d6501c9b6b8a04029,47.72621620029837,-122.34462384000835,Mobile Phone Shop
44,Bitter Lake,47.7262358,-122.3487639,Wells Fargo,4b215ac3f964a5209a3a24e3,47.7264311,-122.3454794,Bank
45,Bitter Lake,47.7262358,-122.3487639,Bitter Lake Playfield,4a1903c5f964a5200c7a1fe3,47.724150144535194,-122.34912857972539,Athletics & Sports
46,Bitter Lake,47.7262358,-122.3487639,Hobby Lobby,54308969498efe7960bd8c17,47.724949,-122.343207,Fabric Shop
47,Bitter Lake,47.7262358,-122.3487639,PetSmart,4ad13480f964a5207ddd20e3,47.7242372,-122.3432625,Pet Store
48,Bitter Lake,47.7262358,-122.3487639,Burger King,4b0f02b3f964a5201e5e23e3,47.724632960225385,-122.34544783830643,Fast Food Restaurant
49,Bitter Lake,47.7262358,-122.3487639,Master Chef,5635281b498ef830806683b4,47.72471552635773,-122.34388700974111,Chinese Restaurant
50,Bitter Lake,47.7262358,-122.3487639,LA Fitness,4a804f0ef964a520ecf41fe3,47.72622097816073,-122.34335548155298,Gym
51,Bitter Lake,47.7262358,-122.3487639,All Nations Soccer Bar & Restaurant,4af7196ef964a520d00522e3,47.72352600097656,-122.3469467163086,Sports Bar
52,Bitter Lake,47.7262358,-122.3487639,Victoria's Bridal Couture,4cd5d56f94848cfaa638e9b1,47.72294616699219,-122.34618377685547,Boutique
53,Bitter Lake,47.7262358,-122.3487639,Metro Bus Stop - Aurora & 130th (Southbound),4bbcb18b593fef3be0760256,47.72294616699219,-122.34546661376953,Bus Station
54,Bitter Lake,47.7262358,-122.3487639,Comfort Inn & Suites,4bc38b1cdce4eee18ca6719d,47.729014,-122.344447,Hotel
55,North Beach ,47.6962103,-122.392362,North Beach Beach Club,50ad5e12e4b0211a30843234,47.69895838377182,-122.39412676705783,Beach
56,North Beach ,47.6962103,-122.392362,Blue Ridge Beach Park,4ca8eb8eb7106dcba49677a5,47.699010840418694,-122.39413534498136,Beach
57,North Beach ,47.6962103,-122.392362,North Beach Park,4e8e8dc59a5297144cae2fc0,47.694528948709,-122.38750060973493,Park
58,North Beach ,47.6962103,-122.392362,Kayla Kaka,4c9fa0e503133704ba0274d5,47.694631,-122.397847,Scenic Lookout
59,Crown Hill,47.6947154,-122.3714586,Dick's Drive-In,4a496488f964a52046ab1fe3,47.69650043366759,-122.37174788240405,Burger Joint
60,Crown Hill,47.6947154,-122.3714586,Baja Tacos & Beer,5595fc70498e8f6699fe1e2f,47.696827,-122.37241499999999,Taco Place
61,Crown Hill,47.6947154,-122.3714586,Wild Mountain Cafe,47ea2c2ef964a520634e1fe3,47.69077875358802,-122.37455876932466,American Restaurant
62,Crown Hill,47.6947154,-122.3714586,The Thirsty Fish,4c94358d58d4b60c04e72629,47.69521376887744,-122.37527285292575,Sports Bar
63,Crown Hill,47.6947154,-122.3714586,Ballard Blossom,4adf7cb9f964a5200b7b21e3,47.690415,-122.370998,Flower Shop
64,Crown Hill,47.6947154,-122.3714586,Grocery Outlet,4be2f8cef07b0f47f7b4f643,47.6929251,-122.37618,Grocery Store
65,Crown Hill,47.6947154,-122.3714586,Papa John's Pizza,4b1f05f7f964a520f82224e3,47.694423,-122.375077,Pizza Place
66,Crown Hill,47.6947154,-122.3714586,Petco,4b08917ff964a5209b0e23e3,47.693802230348986,-122.37589311010498,Pet Store
67,Crown Hill,47.6947154,-122.3714586,Holy Grounds Coffee House,4b154d34f964a5209eaa23e3,47.69445984810628,-122.3749041734281,Coffee Shop
68,Crown Hill,47.6947154,-122.3714586,SUBWAY,4b9e9369f964a52098f036e3,47.69412762198758,-122.37634694154724,Sandwich Place
69,Crown Hill,47.6947154,-122.3714586,Burrito Loco,4af6210bf964a520830122e3,47.69685924053192,-122.3721170425415,Mexican Restaurant
70,Crown Hill,47.6947154,-122.3714586,Gourmet Latte,4b2d2a47f964a520f4cf24e3,47.694161255417605,-122.3757177338358,Coffee Shop
71,Crown Hill,47.6947154,-122.3714586,Atlas Coffee Importers,4bbfb446f8219c74b777b010,47.69055586325896,-122.37372506316362,Coffee Shop
72,Greenwood,47.6909806,-122.3548773,Flying Bike Cooperative Brewery,548c8781498ed1c276634ca7,47.692122768749485,-122.35517491863925,Brewery
73,Greenwood,47.6909806,-122.3548773,Snapdoodle,4afaf210f964a520c21922e3,47.69112635768305,-122.35704998869059,Bookstore
74,Greenwood,47.6909806,-122.3548773,Chocolati Greenwood,49cbd237f964a5201e591fe3,47.68973167737688,-122.3556025434268,Coffee Shop
75,Greenwood,47.6909806,-122.3548773,FlintCreek Cattle Co.,5806c1e738fabbc412832c02,47.690559633168526,-122.35542071893997,Steakhouse
76,Greenwood,47.6909806,-122.3548773,Mud Bay,4af9c4cff964a520111422e3,47.69163524626908,-122.35762291094933,Pet Store
77,Greenwood,47.6909806,-122.3548773,The Yard Cafe,4dcdebdb22718eed7a2c19ca,47.68955027872185,-122.35549240832096,Bar
78,Greenwood,47.6909806,-122.3548773,Shanghai Room,55ab20e8498e3d4419261165,47.692263316648685,-122.35511558854364,Lounge
79,Greenwood,47.6909806,-122.3548773,Gainsbourg,49b754c5f964a52027531fe3,47.69142155514444,-122.35514729320126,French Restaurant
80,Greenwood,47.6909806,-122.3548773,Coyle's Bakeshop,55031470498ec8482e8f54a3,47.689236215249444,-122.35517011723962,Bakery
81,Greenwood,47.6909806,-122.3548773,The Cozy Nut Tavern,53bf3c17498e57909256d76a,47.69054729248996,-122.3567953099054,Bar
82,Greenwood,47.6909806,-122.3548773,North Star Diner,55ab2170498e8f5cfe2ba359,47.6923012626954,-122.35509140966862,Diner
83,Greenwood,47.6909806,-122.3548773,Gorditos,4283ee00f964a520b2221fe3,47.6905423106435,-122.35573931883447,Mexican Restaurant
84,Greenwood,47.6909806,-122.3548773,Valhalla Sandwiches,57d99869498e09b284307f9d,47.68858204789275,-122.35509863221664,Sandwich Place
85,Greenwood,47.6909806,-122.3548773,Dreamstrands Comics and Collectibles,4b43cf7df964a520aeea25e3,47.6906343647936,-122.35737119790862,Comic Shop
86,Greenwood,47.6909806,-122.3548773,Ladywell's Vitality Spa & Sauna,5111d0ede4b0f75ecf79fb9f,47.691412045398486,-122.35739042430747,Spa
87,Greenwood,47.6909806,-122.3548773,The Pocket Theater,5427817f498e51a58d58d9c9,47.68957390741138,-122.35510818410013,Theater
88,Greenwood,47.6909806,-122.3548773,Monkey Grind Espresso Bar,47109058f964a520944b1fe3,47.69065857179805,-122.35136264389898,Coffee Shop
89,Greenwood,47.6909806,-122.3548773,La Conasupo,4bb38ba5eb3e9521c549cb0a,47.69106170847363,-122.35521414187436,Mexican Restaurant
90,Greenwood,47.6909806,-122.3548773,Hummus Cafe,4f63f17be4b0fd165c5b8e27,47.69059029580317,-122.35524091090781,Middle Eastern Restaurant
91,Greenwood,47.6909806,-122.3548773,Hazel Salon & Organics,4b3fa095f964a520aeaa25e3,47.6892568436999,-122.35540307168867,Spa
92,Greenwood,47.6909806,-122.3548773,Greenwood Space Travel Supply Co.,4a5517d7f964a520abb31fe3,47.690371184495646,-122.3550960428387,Toy / Game Store
93,Greenwood,47.6909806,-122.3548773,Coindexter's,5999e41a16fa041f2be22646,47.69159191611602,-122.35507513667616,Arcade
94,Greenwood,47.6909806,-122.3548773,Urban Light Studios,4e6adcc118381ea1be19dc00,47.691616293643314,-122.35590854842854,Event Space
95,Greenwood,47.6909806,-122.3548773,The Olive & Grape,4c941328f7cfa1cd539db015,47.690844997634954,-122.35514050115624,Mediterranean Restaurant
96,Greenwood,47.6909806,-122.3548773,Murray's Cheese,534440d8498e348ce22830de,47.69088476066397,-122.35922625070627,Cheese Shop
97,Greenwood,47.6909806,-122.3548773,Razzi's Pizzeria,4d24e21cc2b36ea87b3821d4,47.6911066364738,-122.35536215957266,Pizza Place
98,Greenwood,47.6909806,-122.3548773,Georgia's Greek Restaurant & Deli,4aff92baf964a5208b3922e3,47.69033787413085,-122.35946286850836,Greek Restaurant
99,Greenwood,47.6909806,-122.3548773,Greenwood Park,4b523e6ff964a5203b7227e3,47.69314988016651,-122.3508102401744,Playground
100,Greenwood,47.6909806,-122.3548773,The Fiber Gallery,4aa41c20f964a520564520e3,47.688970442596435,-122.35524773244776,Arts & Crafts Store
101,Greenwood,47.6909806,-122.3548773,Taqueria Tequila,4a9c330ef964a520653620e3,47.69041086631398,-122.36079979248916,Mexican Restaurant
102,Greenwood,47.6909806,-122.3548773,Kalia Indian Cuisine,4a986dfaf964a520f92b20e3,47.69097416787738,-122.3551194465666,Indian Restaurant
103,Greenwood,47.6909806,-122.3548773,Couth Buzzard Books,4b2c0938f964a5201dc024e3,47.68950915071044,-122.35513244773722,Bookstore
104,Greenwood,47.6909806,-122.3548773,The Angry Beaver,507a3368e4b05ac93d7f7895,47.69026830186801,-122.35509724015354,Sports Bar
105,Greenwood,47.6909806,-122.3548773,Teachers Lounge,51ca5aa6498e2f1ed66bae4b,47.69078813521612,-122.3553699574463,Bar
106,Greenwood,47.6909806,-122.3548773,Stacia's Gourmet Pizza and Pasta,4b47f820f964a520614526e3,47.69050157313432,-122.36102827492348,Pizza Place
107,Greenwood,47.6909806,-122.3548773,Starbucks,4b6c68a5f964a520a7372ce3,47.69273887290132,-122.35526083213821,Coffee Shop
108,Greenwood,47.6909806,-122.3548773,Stage Door Cafe,52e82205498e9a3f2814844a,47.69065433624437,-122.3560001682221,Café
109,Greenwood,47.6909806,-122.3548773,Diva Espresso,49cecc52f964a520875a1fe3,47.686910158926665,-122.35514211920531,Coffee Shop
110,Greenwood,47.6909806,-122.3548773,American Dance Institute,4ba97be5f964a520e3293ae3,47.687196053204566,-122.35562015881887,Dance Studio
111,Greenwood,47.6909806,-122.3548773,Starbucks,510d681be4b0d7e116a8c86d,47.69170754629118,-122.35887839359094,Coffee Shop
112,Greenwood,47.6909806,-122.3548773,Fred Meyer,4a933951f964a5203b1f20e3,47.6915769,-122.3589797,Supermarket
113,Greenwood,47.6909806,-122.3548773,I Do Bridal,54d13dbd498ecb61eca7ef27,47.69065241364169,-122.3528250905546,Bridal Shop
114,Greenwood,47.6909806,-122.3548773,North Seattle Boys & Girls Club,4b3d18e2f964a520d98d25e3,47.69211479467258,-122.35011568919292,Athletics & Sports
115,Greenwood,47.6909806,-122.3548773,The Cunning Crow Apothecary,56f5f987498ecc1823ad5a29,47.694931,-122.354978,Herbs & Spices Store
116,Northgate,47.7131534,-122.3212307,Great Dog,4b020f94f964a520784722e3,47.711213448262264,-122.31796531882387,Pet Service
117,Northgate,47.7131534,-122.3212307,Party @ Display & Costume,4b04512af964a5203f5322e3,47.709856254398304,-122.31846100844366,Arts & Crafts Store
118,Northgate,47.7131534,-122.3212307,Greenlake Jewelry Works,4a9486eff964a520e52120e3,47.708819444046256,-122.32102279105015,Jewelry Store
119,Northgate,47.7131534,-122.3212307,Hot Yoga Inc.,4eff4a8861af974bcd80f617,47.70965413286282,-122.31979705908857,Yoga Studio
120,Northgate,47.7131534,-122.3212307,Baskin-Robbins,4b8afe9af964a520398d32e3,47.70958172451543,-122.31923012067278,Ice Cream Shop
121,Northgate,47.7131534,-122.3212307,T.J. Maxx,4aa43423f964a520d14520e3,47.7094038983558,-122.318446170629,Department Store
122,Northgate,47.7131534,-122.3212307,BARK! espresso,4c252f2db7b8a593c4cd3de8,47.71134662428971,-122.31809885315737,Dog Run
123,Northgate,47.7131534,-122.3212307,Gyro Hut,4a8e0d0ef964a520e51120e3,47.70946203342882,-122.3202381978451,Greek Restaurant
124,Northgate,47.7131534,-122.3212307,Pacific Fabrics,450a66c3f964a52043391fe3,47.709566313517506,-122.31954605581706,Arts & Crafts Store
125,Northgate,47.7131534,-122.3212307,Domino's Pizza,56a97dd8498e760f2bfc967d,47.709121,-122.323976,Pizza Place
126,Northgate,47.7131534,-122.3212307,Taco Del Mar,4ab0431cf964a520bb6620e3,47.70928491640742,-122.32034780905315,Taco Place
127,Northgate,47.7131534,-122.3212307,Starbucks,4b1b1f89f964a52078f823e3,47.70870573943246,-122.32133339227074,Coffee Shop
128,Northgate,47.7131534,-122.3212307,Batteries Plus Bulbs,4ae60065f964a520f0a321e3,47.708838,-122.321727,Other Repair Shop
129,Northgate,47.7131534,-122.3212307,Men's Wearhouse,4b772d97f964a5202a852ee3,47.70882663637383,-122.32289046049118,Men's Store
130,Northgate,47.7131534,-122.3212307,Chase Bank,4ba13b6ef964a52059a437e3,47.708867,-122.322168,Bank
131,Northgate,47.7131534,-122.3212307,Big 5 Sporting Goods,4c97754538dd8cfaf2c3e362,47.7095831431527,-122.31997067046863,Sporting Goods Shop
132,Northgate,47.7131534,-122.3212307,Pinehurst Playground,4d2d095bbd60a093fb721ace,47.71475045834681,-122.31906101179995,Playground
133,Northgate,47.7131534,-122.3212307,Yo Swirl,4bd1020277b29c746f088c82,47.7147699328407,-122.31906707321184,Dessert Shop
134,Northgate,47.7131534,-122.3212307,QFC,479dfe1ef964a520714d1fe3,47.7096598,-122.3176364,Supermarket
135,Northgate,47.7131534,-122.3212307,Seattle Optical,561a92a0498e66532f8972b0,47.709829,-122.31943500000001,Doctor's Office
136,Northgate,47.7131534,-122.3212307,Northgate Village,50b56296e4b0c55f3906e2ad,47.70969009399414,-122.31980895996094,Shopping Mall
137,Northgate,47.7131534,-122.3212307,WW (Weight Watchers),4b48eb25f964a520505d26e3,47.70960750225302,-122.31891590388562,Weight Loss Center
138,Northgate,47.7131534,-122.3212307,Hubbard Homestead Park,4d8aaf4a6ce6a35d35aa6642,47.7099925593979,-122.32460975646973,Park
139,Haller Lake,47.7197478,-122.33375132229858,Northacres Park,4ba6acfdf964a520126839e3,47.72168468216491,-122.3285549667155,Park
140,Haller Lake,47.7197478,-122.33375132229858,The Bridge Coffee House,4e3d81a01838cb1b82f1399b,47.71742876573461,-122.33227512702229,Coffee Shop
141,Haller Lake,47.7197478,-122.33375132229858,Haller Lake,4c37990f0a71c9b6ae263fc9,47.71957885071066,-122.33409404754639,Lake
142,Haller Lake,47.7197478,-122.33375132229858,Creative Dance Studio,4c0daedad64c0f47c92a275d,47.721559952404554,-122.33795230941102,Dance Studio
143,Haller Lake,47.7197478,-122.33375132229858,Northacres Spraypark,4ffa1920e4b0fb4a8490f90e,47.72208231994353,-122.32843973439871,Playground
144,Pinehurst,47.6038321,-122.3300624,Biscuit B*tch,5762cc9ccd1085a720b1433e,47.603237,-122.33201,Breakfast Spot
145,Pinehurst,47.6038321,-122.3300624,Columbia Tower Club,451c049bf964a520803a1fe3,47.60450651693834,-122.33048379421234,Social Club
146,Pinehurst,47.6038321,-122.3300624,Juicy Cafe,5278125a498eb400461d0557,47.60432935466306,-122.33095816698338,Café
147,Pinehurst,47.6038321,-122.3300624,Smith Tower Observation Bar,5ab5e04ce679bc6844b3448d,47.602012114767625,-122.33179258432052,Cocktail Bar
148,Pinehurst,47.6038321,-122.3300624,Tat's Delicatessen,455c500ef964a5206e3d1fe3,47.601901016106545,-122.3324232258795,Sandwich Place
149,Pinehurst,47.6038321,-122.3300624,Hole in the Wall Barbecue,40b3de00f964a52035001fe3,47.60252461593436,-122.33200931101842,BBQ Joint
150,Pinehurst,47.6038321,-122.3300624,Smith Tower,4a02b07bf964a52069711fe3,47.601914,-122.331831,Building
151,Pinehurst,47.6038321,-122.3300624,Red Bowls,4ab7e782f964a5206b7b20e3,47.604654474206626,-122.3332111438203,Noodle House
152,Pinehurst,47.6038321,-122.3300624,Manu's Bodega,52b35338498e9a96fb30718a,47.601624579555704,-122.32965340885106,Caribbean Restaurant
153,Pinehurst,47.6038321,-122.3300624,Top Pot Doughnuts,50173e11e4b0e3bcfbf73e1a,47.60402274781788,-122.33249924364945,Donut Shop
154,Pinehurst,47.6038321,-122.3300624,Metropolitan Grill,47b5b90bf964a520ae4d1fe3,47.60461710688105,-122.33427985479376,Steakhouse
155,Pinehurst,47.6038321,-122.3300624,The Bar Shoppe,551366a2498e757161a41151,47.601737052225594,-122.33312973915179,Cocktail Bar
156,Pinehurst,47.6038321,-122.3300624,Polar Bar,49c930bcf964a5203d581fe3,47.60378341148009,-122.33151851795729,Hotel Bar
157,Pinehurst,47.6038321,-122.3300624,DoubleTree by Hilton,4bc3f9752a89ef3bbbd1f588,47.6037346,-122.332065,Hotel
158,Pinehurst,47.6038321,-122.3300624,Columbia Center Observation Deck (Sky View Observatory),4ad50283f964a5203f0121e3,47.60459497412494,-122.33081640007372,Scenic Lookout
159,Pinehurst,47.6038321,-122.3300624,Elm Coffee Roasters,545803de498e7e758ac5605e,47.600152370806754,-122.33094380272051,Coffee Shop
160,Pinehurst,47.6038321,-122.3300624,Monorail Espresso,551d67c6498e26378b78ecf2,47.60465107527269,-122.33109422172404,Coffee Shop
161,Pinehurst,47.6038321,-122.3300624,Flatstick Pub,56b101bb498e4905510a5798,47.6001432,-122.3310024,Mini Golf
162,Pinehurst,47.6038321,-122.3300624,Cherry Street Coffee House,49d3e558f964a520225c1fe3,47.6027673689831,-122.33415096584942,Coffee Shop
163,Pinehurst,47.6038321,-122.3300624,Courtyard by Marriott Seattle Downtown/Pioneer Square,4c16dbee6470a593678e57d2,47.6028917,-122.3327686,Hotel
164,Pinehurst,47.6038321,-122.3300624,Cherry Street Public House,58ab437613af1c6117f3cba6,47.600450463452574,-122.33290772884978,Coffee Shop
165,Pinehurst,47.6038321,-122.3300624,Amazon Go,5b4d12ccb1ec13002f690159,47.605985444645924,-122.33139945825612,Convenience Store
166,Pinehurst,47.6038321,-122.3300624,Good Bar,546d5049498e6c78df746146,47.60011606018805,-122.3315971380008,Cocktail Bar
167,Pinehurst,47.6038321,-122.3300624,Caffe Vita,4b5dff20f964a520337829e3,47.600918833557884,-122.3293074433445,Café
168,Pinehurst,47.6038321,-122.3300624,Delicatus,4b82dfb9f964a52042ea30e3,47.60157874689764,-122.33425268668033,Deli / Bodega
169,Pinehurst,47.6038321,-122.3300624,Flame Catering Cafe,4b425c8ff964a52065d225e3,47.60221243024488,-122.3308195212156,Café
170,Pinehurst,47.6038321,-122.3300624,Smith Tower Observation Deck,4f4a9c22e4b0b1e352177bc2,47.60187700905275,-122.33186550011222,Scenic Lookout
171,Pinehurst,47.6038321,-122.3300624,Damn the Weather,534d8b3c498e9cf5c6823cd8,47.601004162802,-122.334119031303,Cocktail Bar
172,Pinehurst,47.6038321,-122.3300624,Cocoa Banana,4bd0b354a8b3a593596e645f,47.602905939952834,-122.33372838696017,Salad Place
173,Pinehurst,47.6038321,-122.3300624,Beneath The Streets Tour,51b501c6498e537d9db4e815,47.602834626827956,-122.33430976295085,Historic Site
174,Pinehurst,47.6038321,-122.3300624,Tsukushinbo,4a3be500f964a520e2a01fe3,47.59996315315612,-122.32687778842212,Japanese Restaurant
175,Pinehurst,47.6038321,-122.3300624,Kimpton Hotel Monaco Seattle,457945ebf964a520cc3e1fe3,47.606932,-122.3341,Hotel
176,Pinehurst,47.6038321,-122.3300624,"Loews Hotel 1000, Seattle",455864a4f964a520403d1fe3,47.60516393,-122.33612951,Hotel
177,Pinehurst,47.6038321,-122.3300624,Slate Coffee,55fc6351498e081c6ae9a9c1,47.60226958101576,-122.33254930945151,Coffee Shop
178,Pinehurst,47.6038321,-122.3300624,The Underground,5708aba9498e4c3d466d6602,47.60089818452381,-122.33303150814028,Nightclub
179,Pinehurst,47.6038321,-122.3300624,Storyville Coffee Company,52d456c811d24128cdd7bc8b,47.60475923205166,-122.33636210125788,Coffee Shop
180,Pinehurst,47.6038321,-122.3300624,Bon Voyage Vintage,5078e8c5e4b0e1f137cc711c,47.60091837638921,-122.33370535532684,Thrift / Vintage Store
181,Pinehurst,47.6038321,-122.3300624,Sushi Kanpai,49c80ebdf964a520e9571fe3,47.60744771413414,-122.32804463671569,Sushi Restaurant
182,Pinehurst,47.6038321,-122.3300624,FriendShop,552d2022498eb08b2bf61404,47.6069190266041,-122.33281701199748,Gift Shop
183,Pinehurst,47.6038321,-122.3300624,Pioneer Pet Feed & Supply,4f8f5124003960ba6c1c389b,47.60088373457282,-122.33488107891347,Pet Store
184,Pinehurst,47.6038321,-122.3300624,Waterfall Garden Park,49f8c3daf964a5201e6d1fe3,47.6001720804735,-122.33206127298888,Park
185,Pinehurst,47.6038321,-122.3300624,The London Plane,536d319f498e4c7368d1c831,47.60004034945503,-122.3328034077415,Café
186,Pinehurst,47.6038321,-122.3300624,Bill Speidel's Underground Tour,4a88a98df964a520500720e3,47.602151427134864,-122.3339799842262,Tour Provider
187,Pinehurst,47.6038321,-122.3300624,Casco Antiguo,54b81b49498e6fff726e8027,47.60116537635897,-122.33301339810762,Mexican Restaurant
188,Pinehurst,47.6038321,-122.3300624,Altstadt,52818f6511d2686bf631590b,47.60048,-122.334399,German Restaurant
189,Pinehurst,47.6038321,-122.3300624,Merchants Cafe & Saloon,4390fb4ef964a520562b1fe3,47.60180881730884,-122.3334346554722,Burger Joint
190,Pinehurst,47.6038321,-122.3300624,Renaissance Seattle Hotel,49e39fa6f964a520a2621fe3,47.606725,-122.3308824,Hotel
191,Pinehurst,47.6038321,-122.3300624,Sprout Salads,54447184498e173d8891fd45,47.60201835603598,-122.33233112176576,Salad Place
192,Pinehurst,47.6038321,-122.3300624,Cafe Nordo,518474ea498e622f11c0c65b,47.600064713932795,-122.33362390719242,Indie Theater
193,Pinehurst,47.6038321,-122.3300624,Lobby Court Lounge,4c1c23f863750f475c25b667,47.60690801277411,-122.33066294020566,Hotel Bar
